Recipe Name,Ingredients,Link
cabbage and methi paratha recipe,"whole wheat flour, instant oats  oatmeal , cabbage , methi leaves  fenugreek leaves , onion, red chilli powder, carom seeds , curd , salt, oil",https://www.archanaskitchen.com/cabbage-and-methi-parantha-recipe
whole wheat onion stuffed kulcha recipe,"whole wheat flour, active dry yeast, sugar, garlic, salt, lukewarm water, onion, coriander leaves, mint leaves , garlic, salt, red chilli powder, turmeric powder",https://www.archanaskitchen.com/whole-wheat-onion-stuffed-kulcha-recipe
dhaba style country chicken recipe,"chicken, onion, ginger, garlic, red chilli, mustard oil, onion, bay leaf , cinnamon stick , cardamom seeds, coriander powder , turmeric powder , cumin powder , kashmiri red chilli powder, salt, water",https://www.archanaskitchen.com/dhaba-style-country-chicken-recipe
prawns theeyal recipe  chemeen theeyal,"prawns, fresh coconut, coriander seeds, dry red chilli, shallots, garlic, methi seeds , cumin seeds , turmeric powder , mustard seeds , curry leaves, tamarind, salt",https://www.archanaskitchen.com/prawns-theeyal-recipe-chemeen-theeyal
mustard prawns in coconut recipe,"prawns, kasundi mustard sauce, green chilli, mustard oil, kalonji  onion nigella seeds , turmeric powder , red chilli powder, salt, coriander leaves, coriander leaves",https://www.archanaskitchen.com/mustard-prawns-in-coconut-recipe
nadan meen kari recipe  kerala style fish curry,"sardine fish, shallots, tomatoes, ginger garlic paste, turmeric powder , red chilli powder, coriander powder , fennel powder, black pepper powder, kokum  malabar tamarind , coconut oil, mustard seeds , curry leaves, salt, water",https://www.archanaskitchen.com/nadan-meen-kari-kerala-style-fish-curry-recipe
moryechi xacuti recipe  goan style shark curry,"shark fish, fresh coconut, onion, garlic, tamarind, kashmiri red chilli powder, turmeric powder , coriander leaves, oil, salt, ginger garlic paste, turmeric powder , salt, whole black peppercorns, cloves , cinnamon stick , fennel seeds , coriander seeds, dry red chilli",https://www.archanaskitchen.com/moryechi-xacuti-goan-style-shark-curry-recipe
spicy jawla stuffed in brinjal recipe,"jawla fish, onion, fresh coconut, tamarind water, red chilli powder, coconut oil, ginger, garlic, salt, eggplant , fresh coconut, dry red chilli, coriander seeds, methi seeds , turmeric powder , lemon juice, onion, oil, water",https://www.archanaskitchen.com/spicy-jawla-stuffed-in-brinjal-recipe
khumb kakuri potli kebab recipe with sandwich spread,"roomali roti, mushrooms, del monte sandwich spread, cashew nuts, fresh cream, cheese, whole black peppercorns, salt",https://www.archanaskitchen.com/khumb-kakuri-potli-kebab-recipe-with-sandwich-spread
mooli makki roti recipe,"mooli  mullangi  radish , corn flour, green moong sprouts, spring onion , coriander leaves, green chilli, ginger, salt, oil, green chutney  coriander   mint , avocado, spinach leaves , red bell pepper  capsicum , purple cabbage, mooli  mullangi  radish",https://www.archanaskitchen.com/mooli-makki-roti-recipe
rajgira puri recipe  navratri fasting vrat recipe,"rajgira flour  amaranth flour , potato , black pepper powder, rock salt, oil",https://www.archanaskitchen.com/rajgira-puri-recipe-navratri-fasting-vrat-recipe
bengali bhetki begum bahar recipe  spicy fish fillets curry,"fish fillet, onion, tomato puree, ginger, green chilli, poppy seeds, cashew nuts, turmeric powder , coriander powder , kashmiri red chilli powder, cumin powder , garam masala powder, nutmeg powder, mace  javitri , lemon juice, salt, eggs, corn flour, ginger, black pepper powder, green chilli",https://www.archanaskitchen.com/bengali-bhetki-begum-bahar-recipe-spicy-fish-fillets-curry
banana cream pie recipe,"ripe bananas, cocoa powder, all purpose flour , butter  salted , icing sugar, chilled water, milk, egg yolks, all purpose flour , corn flour, caster sugar, salt, vanilla extract, heavy whipping cream, icing sugar, vanilla extract",https://www.archanaskitchen.com/banana-cream-pie-recipe
bengali doi maach recipe  fish in curd curry,"rohu fish, onion, garlic, ginger, cinnamon stick , cardamom seeds, cloves , cumin seeds , kashmiri red chilli powder, turmeric powder , sultana raisins, curd , sugar, mustard oil, green chilli, salt",https://www.archanaskitchen.com/bengali-doi-maach-recipe-fish-in-curd-curry
makki ki puri recipe  maize flour fried indian bread,"makki ka atta  yellow corn meal flour , whole wheat flour, oil, carom seeds , salt",https://www.archanaskitchen.com/makki-ki-puri-recipe-maize-flour-fried-indian-bread
rice flour bhakri recipe  maharashtrian tandalachi bhakri,"rice flour, salt, lukewarm water",https://www.archanaskitchen.com/rice-flour-bhakri-recipe-maharashtrian-tandalachi-bhakri
bengali style tomato khejur er chaatni  tomato  cranberry and dates chutney  recipe,"tomatoes, cranberries, dates, mustard seeds , ginger, sugar, panch phoran masala, salt",https://www.archanaskitchen.com/bengali-style-tomato-khejur-er-chaatni-tomato-cranberry-and-dates-chutney-recipe
karuveppilai kuzhambu recipe  tangy   spicy curry leaves curry,"curry leaves, methi seeds ,  urad dal , coriander seeds, dry red chilli, fresh coconut, tamarind water, pearl onions  sambar onions , turmeric powder , jaggery, salt,gingelly  oil, curry leaves, mustard seeds ,  urad dal",https://www.archanaskitchen.com/karuveppilai-kuzhambu-recipe-tangy-spicy-curry-leaves-curry
mushroom pasanda recipe  butter fried mushrooms in tomato almonds and cream gravy,"mushrooms, onions, tomatoes, whole almond  badam , garlic, ginger, green chilli, cumin seeds , cinnamon stick , bay leaf , whole black peppercorns, turmeric powder , coriander powder , kashmiri red chilli powder, garam masala powder, fenugreek leaves , sugar, fresh cream, saffron strands, milk, butter  salted , oil, salt, water",https://www.archanaskitchen.com/mushroom-pasanda-recipe-butter-fried-mushrooms-in-tomato-almonds-and-cream-gravy
kerala cheriya ulli sambar recipe,"toor dal , turmeric powder , tamarind water, shallots, tomatoes, sambar powder, fresh coconut, green chilli, salt, mustard seeds , cumin seeds , fresh coconut, asafoetida , curry leaves, dry red chilli, coconut oil",https://www.archanaskitchen.com/kerala-cheriya-ulli-sambar-recipe
bhatura recipe  fried puffed curd bread,"all purpose flour , potatoes  aloo , sooji  semolina  rava , oil, curd , lukewarm water, sugar, kalonji  onion nigella seeds , active dry yeast, salt, oil",https://www.archanaskitchen.com/bhatura-puffed-curd-bread
andhra style pappu charu recipe  lentil soup style curry,"toor dal , green chilli, garlic, tomato, onion, tamarind paste, turmeric powder , salt, ghee, curry leaves, mustard seeds , asafoetida",https://www.archanaskitchen.com/andhra-style-pappu-charu-recipe-lentil-soup-style-curry
chettinad style mulaikattiya pasi payaru kuzhambu  sprouted green gram curry,"green moong sprouts, onions,gingelly  oil, turmeric powder , tamarind, salt,gingelly  oil, bengal gram dal , urad dal , coriander seeds, dry red chilli, sesame seeds , flax seeds, shallots, tomatoes, garlic, fresh coconut, fennel seeds ,gingelly  oil, fennel seeds , curry leaves",https://www.archanaskitchen.com/chettinad-style-mulaikattiya-pasi-payaru-kuzhambu-sprouted-green-gram-curry
roast peaches with coconut walnut sauce recipe,"butter  salted , walnuts, coconut milk, butter  salted , sugar, peaches, walnuts, mint leaves",https://www.archanaskitchen.com/roast-peaches-with-coconut-walnut-sauce-chef-vikas-khannas-recipe
creamy coconut poached pears recipe,"coconut milk, coconut sugar, pears, cinnamon stick , cardamom seeds, slivered almond  badam",https://www.archanaskitchen.com/creamy-coconut-poached-pears-recipe
sticky date  fig    walnut pudding recipe with toffee sauce,"butter  unsalted , brown sugar , eggs, vanilla extract, baking powder, all purpose flour , cocoa powder, milk, dried figs, walnuts, butter  unsalted , brown sugar , fresh cream",https://www.archanaskitchen.com/sticky-date-and-walnut-pudding
gil e firdaus recipe  creamy   sweet bottlegourd pudding,"milk, bottle gourd , sabudana  tapioca pearls , basmati rice, almond meal  badam powder , cardamom powder , saffron strands, vanilla extract, condensed milk, slivered almond  badam , ghee, edible silver foil leaf  chandi ka vark",https://www.archanaskitchen.com/gil-e-firdaus-recipe-creamy-sweet-bottlegourd-dessert
rich decadent chocolate souffle recipe,"dark chocolate, butter  unsalted , sugar, egg yolks, egg white, sugar, vanilla extract, salt, cream of tartar, icing sugar, heavy whipping cream",https://www.archanaskitchen.com/rich-decadent-chocolate-souffle-recipe
green mango masoor dal recipe,"masoor dal  whole , mango  raw , green chilli, turmeric powder , salt, mustard oil, cumin seeds , mustard seeds , kalonji  onion nigella seeds , fennel seeds , methi seeds , dry red chilli",https://www.archanaskitchen.com/green-mango-masoor-dal-recipe
chocolate coffee sticky cake recipe,"all purpose flour , brown sugar , instant coffee powder, dark chocolate chips, cinnamon powder  dalchini , nutmeg powder, baking powder, salt, walnuts, butter  salted , eggs, vanilla extract, water",https://www.archanaskitchen.com/chocolate-coffee-sticky-cake-recipe
parsi mawa cake recipe  tea time cake flavored with cardamom   pistachios,"all purpose flour , baking powder, cardamom powder , salt, khoya  mawa , butter  unsalted , sugar, eggs, milk, slivered almond  badam , pistachios",https://www.archanaskitchen.com/parsi-mawa-cake-recipe-tea-time-cake-flavored-with-cardamom-pistachios
flourless orange cake with cream cheese frosting recipe,"oranges, orange zest  rind , sugar, eggs, caster sugar, almond meal  badam powder , hazelnut meal  powder , baking powder, britannia cream cheese, heavy whipping cream, fresh orange juice, icing sugar",https://www.archanaskitchen.com/flourless-orange-cake-with-cream-cheese-frosting-recipe
red wine chocolate cake recipe,"all purpose flour , butter  unsalted , brown sugar , whole egg, egg yolks, red wine, vanilla extract, cocoa powder, baking powder, salt, cinnamon powder  dalchini , icing sugar",https://www.archanaskitchen.com/red-wine-chocolate-cake-recipe
quinoa chocolate carrot cake recipe,"quinoa flour, cocoa powder, instant coffee powder, oil, brown sugar , eggs, vanilla extract, baking powder, carrot , salt, butter  salted , icing sugar, milk, salt, almond essence",https://www.archanaskitchen.com/quinoa-chocolate-carrot-cake-recipe
quinoa flaxseed banana muffins recipe,"ripe bananas, eggs, curd , oil, brown sugar , chocolate chips, flax seeds, instant oats  oatmeal , quinoa, whole wheat flour, cocoa powder, baking powder, baking soda, salt",https://www.archanaskitchen.com/quinoa-flaxseed-banana-muffins-recipe
heart shaped cake pops recipe,"lemon pound cake, condensed milk, decorative sugar  cake  candy sprinkles , cocoa powder, milk",https://www.archanaskitchen.com/heart-shaped-cake-pops-recipe
carrot cake recipe for healthy heart,"whole wheat flour, baking powder, sugar, eggs, vanilla extract, extra virgin olive oil, carrot , cashew nuts",https://www.archanaskitchen.com/carrot-cake-recipe-for-healthy-heart
whole wheat and jowar  pearl millet  orange cake with orange glaze recipe,"whole wheat flour, jowar flour  sorghum , baking powder, eggs, brown sugar , orange zest  rind , butter  salted , milk, brown sugar , fresh orange juice, rum",https://www.archanaskitchen.com/whole-wheat-and-jowar-pearl-millet-orange-cake-with-orange-glaze-recipe
strawberry chocolate loaf cake recipe,"whole wheat flour, baking powder, baking soda, vanilla extract, cocoa powder, strawberry compote, curd , extra virgin olive oil, condensed milk, butterscotch chips",https://www.archanaskitchen.com/strawberry-chocolate-loaf-cake-recipe
strawberry cheesecake muffins recipe,"britannia cream cheese, all purpose flour , caster sugar, baking powder, salt, whole egg, milk, butter  salted , strawberries, vanilla extract",https://www.archanaskitchen.com/strawberry-cheesecake-muffins-recipe
ragi  finger millet  chocolate brownie recipe,"cocoa powder, brown sugar , ragi flour  finger millet  nagli , whole wheat flour, butter  unsalted , eggs, vanilla extract, salt, baking powder, milk, slivered almond  badam",https://www.archanaskitchen.com/ragi-finger-millet-chocolate-brownies-recipe
apple crumble pie recipe,"all purpose flour , salt, sugar, butter  unsalted , water, apple, milk, all purpose flour , cinnamon powder  dalchini , all purpose flour , brown sugar , salt, butter  unsalted",https://www.archanaskitchen.com/apple-crumble-pie
dulce de leche brownie recipe,"all purpose flour , cocoa powder, brown sugar , eggs, butter  salted , baking powder, dark chocolate, vanilla extract, walnuts, dulce de leche",https://www.archanaskitchen.com/dulce-de-leche-brownie-recipe
chocolate ganache tart recipe,"all purpose pie crust, heavy whipping cream, dark chocolate, rock salt, fresh cherries",https://www.archanaskitchen.com/chocolate-ganache-tart-recipe
baked curd tart recipe with figs   blueberries recipe with eggless recipe option,"brown sugar , instant oats  oatmeal , all purpose flour , baking powder, salt, butter  salted , whole egg, icing sugar, hung curd  greek curd , vanilla extract, lemon zest, fresh figs, all purpose flour , blueberries, nutmeg powder",https://www.archanaskitchen.com/baked-curd-tart-recipe-with-figs-blueberries-with-eggless-recipe-option
mini key lime pie recipe  no bake and eggless,"marie biscuit, butter  salted , heavy whipping cream, condensed milk, lemon juice, lemon juice, water, sugar, green food colour",https://www.archanaskitchen.com/mini-key-lime-pie-no-bake-and-eggless-recipe
no bake fudge brownies recipe,"chocolate chips, condensed milk, chocolate wafers, walnuts, vanilla extract",https://www.archanaskitchen.com/no-bake-fudge-brownies-recipe
red velvet cake recipe,"butter  salted , caster sugar, vanilla extract, eggs, all purpose flour , corn flour, baking powder, cocoa powder, buttermilk, red food color, white vinegar, baking soda, britannia cream cheese, heavy whipping cream, icing sugar",https://www.archanaskitchen.com/red-velvet-cake-recipe
pudalangai milagu kootu recipe  south indian snake gourd curry,"masoor dal  whole , bengal gram dal , snake gourd , turmeric powder , asafoetida , salt, dry red chilli, coriander seeds, cumin seeds , whole black peppercorns, bengal gram dal ,  urad dal , fresh coconut, oil, oil, mustard seeds ,  urad dal , dry red chilli, curry leaves",https://www.archanaskitchen.com/pudalangai-milagu-kootu-recipe-south-indian-snake-gourd-curry
